1000,1078454
2000,4104026
3000,11338619
4000,18997332
5000,30313651
6000,52502415
7000,60292989
8000,66168795
9000,119197225
10000,116287742
11000,155244958
12000,173097135
13000,214952563
14000,220672223
15000,277868181
16000,276090635
17000,351504138
18000,380570476
19000,415284409
20000,472179633
21000,641756193
22000,566307084
23000,631786395
24000,711503604
25000,842802199
26000,824996643
27000,902906908
28000,940706645
29000,997027505
30000,1106816852
31000,1237355406
32000,1300426622
33000,1315896155
34000,1353722515
35000,1388869771
36000,1779020143
37000,1505188091
38000,1725365958
39000,1729678424
40000,2132281199
41000,2246558969
42000,2224467734
43000,2452411955
44000,1947433307
45000,2523860425
46000,2226759583
47000,2987354844
48000,3024903573
49000,3056862078
50000,3121241637
51000,3062444693
52000,3546143667
53000,3683960377
54000,3432289192
55000,3707727634
56000,4016734475
57000,3227305601
58000,4107605422
59000,4147409833
60000,4162984190
61000,3899843527
62000,4328583081
63000,4528837217
64000,4542117123
65000,5285099326
66000,5811001269
67000,5506766562
68000,5607816842
69000,6014055107
70000,5879635872
71000,5926014305
72000,5784216697
73000,5237201174
74000,6120430140
75000,7763604342
76000,7083063057
77000,7604449298
78000,7554390219
79000,6419778813
80000,8531863444
81000,8077334707
82000,8309084715
83000,9604704273
84000,9217257183
85000,8035152872
86000,8490618688
87000,9952548801
88000,9454782438
89000,10444943357
90000,9811742842
91000,9476320288
92000,11284742662
93000,9819506764
94000,8679435531
95000,11932542901
96000,12662403634
97000,12371450553
98000,11251473945
99000,11861139430
100000,14105791225
